timestamp,elapsed_sec,root_pid,proc_count,rss_kb,rss_mib
2026-04-13T22:52:44,429.508,2850423,17,1725712,1685.266
2026-04-13T22:52:46,430.554,2850423,17,1725672,1685.227
2026-04-13T22:52:47,431.615,2850423,17,1725672,1685.227
2026-04-13T22:52:48,432.705,2850423,17,1725640,1685.195
2026-04-13T22:52:49,433.851,2850423,17,1725608,1685.164
2026-04-13T22:52:50,434.904,2850423,17,1725608,1685.164
2026-04-13T22:52:51,435.954,2850423,17,1725608,1685.164
2026-04-13T22:52:52,437.018,2850423,17,1725608,1685.164
2026-04-13T22:52:53,438.068,2850423,17,1725608,1685.164
2026-04-13T22:52:54,439.121,2850423,17,1725640,1685.195
2026-04-13T22:52:55,440.173,2850423,17,1725640,1685.195
2026-04-13T22:52:56,441.238,2850423,17,1725608,1685.164
2026-04-13T22:52:57,442.290,2850423,17,1725712,1685.266
2026-04-13T22:52:58,443.345,2850423,17,1725712,1685.266
2026-04-13T22:52:59,444.386,2850423,17,1725648,1685.203
2026-04-13T22:53:00,445.453,2850423,17,1725648,1685.203
2026-04-13T22:53:01,446.505,2850423,17,1725652,1685.207
2026-04-13T22:53:03,447.565,2850423,17,1725620,1685.176
2026-04-13T22:53:04,448.625,2850423,17,1725588,1685.145
2026-04-13T22:53:05,449.693,2850423,17,1725620,1685.176
2026-04-13T22:53:06,450.759,2850423,17,1725620,1685.176
2026-04-13T22:53:07,451.812,2850423,17,1725652,1685.207
2026-04-13T22:53:08,452.857,2850423,17,1725652,1685.207
2026-04-13T22:53:09,453.916,2850423,17,1725684,1685.238
2026-04-13T22:53:10,454.967,2850423,17,1725684,1685.238
